symbol,date,proba,close
sz002306,2026-09-24,0.22321404863309352,2.15
sz002030,2026-09-24,0.22282612304939498,5.67
sh600082,2026-09-24,0.22263469113135853,3.31
sz300290,2026-09-24,0.2225977883989361,7.21
sh605488,2026-09-24,0.22244906212259055,32.22
sz002453,2026-09-24,0.22206413841095235,5.02
sh600094,2026-09-24,0.22174605136442704,4.04
sz300111,2026-09-24,0.22162339167050407,2.98
sh600023,2026-09-24,0.22154817338826469,5.14
sh600748,2026-09-24,0.22131755860125069,3.96
sh600622,2026-09-24,0.2211394756532127,2.43
sz002291,2026-09-24,0.22069570324152213,5.45
sz300691,2026-09-24,0.2202377024022315,21.68
sz000668,2026-09-24,0.22010069902804155,18.35
sh603920,2026-09-24,0.22000505271828574,45.5
sz001288,2026-09-24,0.21988938572824157,34.84
sh600127,2026-09-24,0.2198769231094529,16.49
sh600159,2026-09-24,0.21984516525636308,2.73
sh601956,2026-09-24,0.2180130757007831,5.14
sz002785,2026-09-24,0.21776654841862267,41.0
sh600343,2026-09-24,0.2176886918689294,20.3
sz300430,2026-09-24,0.21746150838539546,4.59
sh600691,2026-09-24,0.2172405844782767,2.74
sz002593,2026-09-24,0.21694369674354758,4.63
sz002489,2026-09-24,0.21688825943170043,3.04
sz002301,2026-09-24,0.21642265519423418,8.91
sh600568,2026-09-24,0.2161582166383406,2.41
sh600545,2026-09-24,0.21508062174316844,4.32
sh600232,2026-09-24,0.2144281084824593,6.78
sz002365,2026-09-24,0.21431480360240102,13.48
sh600558,2026-09-24,0.214158653339335,4.86
sz002990,2026-09-24,0.21358292721490857,56.45
sz000407,2026-09-24,0.21318020902502155,4.17
sz301316,2026-09-24,0.2128372860687067,41.39
sz300788,2026-09-24,0.21226461066472804,30.08
sz300137,2026-09-24,0.21214737398139383,10.22
sz300190,2026-09-24,0.2115274581017195,3.94
sz002339,2026-09-24,0.21141097587420582,7.55
sz301119,2026-09-24,0.21123632123341443,26.85
sz300010,2026-09-24,0.21074072617371176,5.34
sh605177,2026-09-24,0.21067569053179813,25.86
sz002553,2026-09-24,0.21062443201276715,16.27
sz002935,2026-09-24,0.2106231093712923,18.08
sh600533,2026-09-24,0.210382815828386,2.2
sz001228,2026-09-24,0.2098594245953707,37.42
sh600857,2026-09-24,0.20957818014554377,20.71
sh603663,2026-09-24,0.2094346322770493,48.2
sh605058,2026-09-24,0.20928013921222005,60.2
sh603373,2026-09-24,0.20856849659385632,50.8
sz300051,2026-09-24,0.208115648368304,8.28
sz000078,2026-09-24,0.20797927319847664,1.55
sz001201,2026-09-24,0.20796523112425278,14.66
sz002200,2026-09-24,0.20743103327866627,6.83
sz002224,2026-09-24,0.2069836039597247,3.74
sz002133,2026-09-24,0.2067420187785293,2.83
sz002098,2026-09-24,0.20666571905531053,8.41
sz000909,2026-09-24,0.20649424160603191,5.32
sz001373,2026-09-24,0.20623722188836482,32.3
sz002846,2026-09-24,0.20610681763145305,11.28
sz300676,2026-09-24,0.20568859271597434,45.12
sz000826,2026-09-24,0.20553711837380562,1.78
sh600551,2026-09-24,0.20519434952502458,7.77
sh600722,2026-09-24,0.20501791438104336,15.12
sz301616,2026-09-24,0.2046956322373231,36.68
sh603818,2026-09-24,0.20439536231230104,3.88
sh603912,2026-09-24,0.20408994093845642,9.39
sh603092,2026-09-24,0.2040172114052384,45.85
sh600325,2026-09-24,0.20273688160503348,2.67
sz300740,2026-09-24,0.2022000035678225,21.3
sz000802,2026-09-24,0.20216429625984703,3.91
sh688646,2026-09-24,0.20167103821294333,80.66
sz002596,2026-09-24,0.20103044855533453,3.22
sz002927,2026-09-24,0.20095003602818642,19.58
sz300338,2026-09-24,0.20076147256413363,2.82
sh600383,2026-09-24,0.20036296475955995,2.41
sh601828,2026-09-24,0.20035882397737376,2.16
sh600322,2026-09-24,0.20015859496039912,2.69
sz301356,2026-09-24,0.2000714085675525,21.75
sz002095,2026-09-24,0.19989728413447524,16.03
